seq_id,day,entity,split_group_id,seq_y,mlm_error_ratio,mlm_loss,distance,distance_z,composite_score
Thursday_4997681_192.168.10.8::6789::6,Thursday,192.168.10.8::6789::6,Thursday::192.168.10.8::6789::6,0,1.0,29.426258087158203,1.0678819417953491,0.6094707517577048,1.609470751757705
Thursday_4997681_192.168.10.8::1723::6,Thursday,192.168.10.8::1723::6,Thursday::192.168.10.8::1723::6,0,1.0,22.39756202697754,0.866902232170105,0.0,1.0
Thursday_4997682_192.168.10.8::500::6,Thursday,192.168.10.8::500::6,Thursday::192.168.10.8::500::6,0,1.0,10.832064628601074,0.8523167371749878,0.0,1.0
Wednesday_4997489_192.168.10.12::443::6,Wednesday,192.168.10.12::443::6,Wednesday::192.168.10.12::443::6,0,1.0,15.161760330200195,0.7975555658340454,0.0,1.0
Thursday_4997680_192.168.10.8::8089::6,Thursday,192.168.10.8::8089::6,Thursday::192.168.10.8::8089::6,0,1.0,8.13487720489502,1.1503084897994995,0.9491991260589889,1.949199126058989
Monday_4996901_192.168.10.9::53::17,Monday,192.168.10.9::53::17,Monday::192.168.10.9::53::17,0,0.04222458600997925,1.915360689163208,0.769321084022522,0.0,0.04222458600997925
Friday_4998070_192.168.10.19::123::17,Friday,192.168.10.19::123::17,Friday::192.168.10.19::123::17,0,0.0,1.121901512145996,0.75127112865448,0.0,0.0
Thursday_4997771_192.168.10.15::443::6,Thursday,192.168.10.15::443::6,Thursday::192.168.10.15::443::6,0,0.5,5.348318576812744,1.0000038146972656,0.3297049926907752,0.8297049926907751
Tuesday_4997088_192.168.10.25::53::17,Tuesday,192.168.10.25::53::17,Tuesday::192.168.10.25::53::17,0,0.04191666841506958,1.506515383720398,0.708551287651062,0.0,0.04191666841506958
Thursday_4997653_192.168.10.17::123::17,Thursday,192.168.10.17::123::17,Thursday::192.168.10.17::123::17,0,0.011111111380159855,1.3463280200958252,0.6290391683578491,0.0,0.011111111380159855
Thursday_4997680_192.168.10.51::51296::6,Thursday,192.168.10.51::51296::6,Thursday::192.168.10.51::51296::6,0,1.0,39.405799865722656,2.6219985485076904,7.014901053733069,8.01490105373307
Monday_4996892_192.168.10.8::80::6,Monday,192.168.10.8::80::6,Monday::192.168.10.8::80::6,0,0.274979829788208,3.6279938220977783,0.8900259733200073,0.0,0.274979829788208
Thursday_4997683_192.168.10.8::2038::6,Thursday,192.168.10.8::2038::6,Thursday::192.168.10.8::2038::6,0,1.0,23.20192527770996,0.7959429025650024,0.0,1.0
Wednesday_4997390_192.168.10.14::443::6,Wednesday,192.168.10.14::443::6,Wednesday::192.168.10.14::443::6,0,0.4858756959438324,5.762599945068359,0.8716455101966858,0.0,0.4858756959438324
Wednesday_4997384_192.168.10.9::443::6,Wednesday,192.168.10.9::443::6,Wednesday::192.168.10.9::443::6,0,0.5137698650360107,3.9882779121398926,0.9776362776756287,0.23751519251739064,0.7512850575534014
Thursday_4997787_192.168.10.17::443::6,Thursday,192.168.10.17::443::6,Thursday::192.168.10.17::443::6,0,0.4216727316379547,5.393784999847412,0.9829275012016296,0.2593234425300262,0.6809961741679809
Friday_4997958_192.168.10.14::53::17,Friday,192.168.10.14::53::17,Friday::192.168.10.14::53::17,0,0.10673382133245468,2.5776119232177734,0.6032500863075256,0.0,0.10673382133245468
Monday_4996835_192.168.10.5::80::6,Monday,192.168.10.5::80::6,Monday::192.168.10.5::80::6,0,0.1433333456516266,2.8861992359161377,1.2249486446380615,1.2568351859801685,1.400168531631795
Wednesday_4997386_192.168.10.17::443::6,Wednesday,192.168.10.17::443::6,Wednesday::192.168.10.17::443::6,0,0.6411904692649841,5.174405574798584,1.1770329475402832,1.0593463638385288,1.700536833103513
Thursday_4997681_192.168.10.8::5902::6,Thursday,192.168.10.8::5902::6,Thursday::192.168.10.8::5902::6,0,1.0,23.13422203063965,0.8467040657997131,0.0,1.0
Friday_4998038_192.168.10.16::53::17,Friday,192.168.10.16::53::17,Friday::192.168.10.16::53::17,0,0.13179294764995575,3.5515801906585693,0.778616726398468,0.0,0.13179294764995575
Tuesday_4997173_192.168.10.51::53::17,Tuesday,192.168.10.51::53::17,Tuesday::192.168.10.51::53::17,0,0.05262741073966026,2.218076467514038,0.7445414066314697,0.0,0.05262741073966026
Thursday_4997678_192.168.10.8::15742::6,Thursday,192.168.10.8::15742::6,Thursday::192.168.10.8::15742::6,0,1.0,18.184402465820312,0.8467898964881897,0.0,1.0
Friday_4997955_192.168.10.15::80::6,Friday,192.168.10.15::80::6,Friday::192.168.10.15::80::6,0,0.5416842699050903,4.419503688812256,0.9565550088882446,0.15062686167299133,0.6923111315780817
Tuesday_4997184_192.168.10.50::389::6,Tuesday,192.168.10.50::389::6,Tuesday::192.168.10.50::389::6,0,1.0,20.074033737182617,0.7835211753845215,0.0,1.0
Monday_4996792_192.168.10.8::80::6,Monday,192.168.10.8::80::6,Monday::192.168.10.8::80::6,0,0.5518859624862671,7.6014084815979,0.7632547616958618,0.0,0.5518859624862671
Monday_4996819_192.168.10.16::80::6,Monday,192.168.10.16::80::6,Monday::192.168.10.16::80::6,0,0.25156930088996887,3.1176223754882812,0.8690793514251709,0.0,0.25156930088996887
Thursday_4997683_192.168.10.8::3689::6,Thursday,192.168.10.8::3689::6,Thursday::192.168.10.8::3689::6,0,1.0,26.899662017822266,0.9333003759384155,0.0547808164568224,1.0547808164568224
Wednesday_4997457_192.168.10.12::443::6,Wednesday,192.168.10.12::443::6,Wednesday::192.168.10.12::443::6,0,0.6084805727005005,8.401510238647461,0.7426391243934631,0.0,0.6084805727005005
Thursday_4997683_192.168.10.8::31337::6,Thursday,192.168.10.8::31337::6,Thursday::192.168.10.8::31337::6,0,1.0,14.026130676269531,0.8433229923248291,0.0,1.0
Thursday_4997760_192.168.10.5::443::6,Thursday,192.168.10.5::443::6,Thursday::192.168.10.5::443::6,0,0.7459678649902344,8.754173278808594,0.7434794306755066,0.0,0.7459678649902344
Thursday_4997758_192.168.10.12::123::17,Thursday,192.168.10.12::123::17,Thursday::192.168.10.12::123::17,0,0.0,1.9274072647094727,0.6816112399101257,0.0,0.0
Thursday_4997677_192.168.10.8::1218::6,Thursday,192.168.10.8::1218::6,Thursday::192.168.10.8::1218::6,0,1.0,14.425047874450684,0.8345465064048767,0.0,1.0
Friday_4997985_192.168.10.50::88::17,Friday,192.168.10.50::88::17,Friday::192.168.10.50::88::17,0,0.36666667461395264,4.609780788421631,0.7870806455612183,0.0,0.36666667461395264
Thursday_4997678_192.168.10.8::1029::6,Thursday,192.168.10.8::1029::6,Thursday::192.168.10.8::1029::6,0,1.0,29.92426109313965,0.9429804086685181,0.09467793531245333,1.0946779353124534
Thursday_4997681_192.168.10.8::3324::6,Thursday,192.168.10.8::3324::6,Thursday::192.168.10.8::3324::6,0,1.0,33.21039581298828,0.9333447813987732,0.05496383752494538,1.0549638375249453
Thursday_4997680_192.168.10.8::2710::6,Thursday,192.168.10.8::2710::6,Thursday::192.168.10.8::2710::6,0,1.0,16.38966178894043,0.8709003329277039,0.0,1.0
Tuesday_4997216_192.168.10.51::53::17,Tuesday,192.168.10.51::53::17,Tuesday::192.168.10.51::53::17,0,0.013882515020668507,1.8264693021774292,0.8230674266815186,0.0,0.013882515020668507
Thursday_4997678_192.168.10.8::70::6,Thursday,192.168.10.8::70::6,Thursday::192.168.10.8::70::6,0,1.0,29.508066177368164,1.076043963432312,0.6431112524080255,1.6431112524080254
Thursday_4997682_192.168.10.8::1723::6,Thursday,192.168.10.8::1723::6,Thursday::192.168.10.8::1723::6,0,1.0,19.019607543945312,0.8939338326454163,0.0,1.0
Monday_4996896_192.168.10.14::53::17,Monday,192.168.10.14::53::17,Monday::192.168.10.14::53::17,0,0.034763507544994354,1.8533920049667358,0.7519162893295288,0.0,0.034763507544994354
Monday_4996835_192.168.10.16::53::17,Monday,192.168.10.16::53::17,Monday::192.168.10.16::53::17,0,0.0,0.9926600456237793,1.444499135017395,2.1617321273135,2.1617321273135
Monday_4996821_192.168.10.14::443::6,Monday,192.168.10.14::443::6,Monday::192.168.10.14::443::6,0,0.6833333373069763,9.240411758422852,0.620530366897583,0.0,0.6833333373069763
Friday_4998060_192.168.10.16::88::17,Friday,192.168.10.16::88::17,Friday::192.168.10.16::88::17,0,0.23499999940395355,2.345432996749878,0.9224084615707397,0.009888819269545154,0.2448888186734987
Thursday_4997681_192.168.10.8::2393::6,Thursday,192.168.10.8::2393::6,Thursday::192.168.10.8::2393::6,0,1.0,19.519956588745117,1.007629632949829,0.3611354832352779,1.361135483235278
Monday_4996920_192.168.10.25::8080::6,Monday,192.168.10.25::8080::6,Monday::192.168.10.25::8080::6,0,1.0,23.974882125854492,0.9416643977165222,0.0892538787177052,1.0892538787177053
Thursday_4997692_192.168.10.17::123::17,Thursday,192.168.10.17::123::17,Thursday::192.168.10.17::123::17,0,0.0,1.3238595724105835,0.6917407512664795,0.0,0.0
