seq_id,day,entity,split_group_id,seq_y,mlm_error_ratio,mlm_loss,distance,distance_z,composite_score
Thursday_4997684_192.168.10.8::1065::6,Thursday,192.168.10.8::1065::6,Thursday::192.168.10.8::1065::6,0,1.0,27.522281646728516,0.7740057706832886,0.0,1.0
Monday_4996790_192.168.10.5::80::6,Monday,192.168.10.5::80::6,Monday::192.168.10.5::80::6,0,0.6254416108131409,9.947421073913574,1.1858633756637573,0.8055691623122829,1.4310107731254238
Friday_4998049_192.168.10.5::53::17,Friday,192.168.10.5::53::17,Friday::192.168.10.5::53::17,0,0.08833443373441696,2.4784021377563477,2.18770694732666,4.538676605764826,4.6270110394992425
Thursday_4997683_192.168.10.8::61900::6,Thursday,192.168.10.8::61900::6,Thursday::192.168.10.8::61900::6,0,1.0,21.187986373901367,0.8573081493377686,0.0,1.0
Monday_4996815_192.168.10.14::443::6,Monday,192.168.10.14::443::6,Monday::192.168.10.14::443::6,0,0.6107070446014404,7.828245639801025,0.7042412161827087,0.0,0.6107070446014404
Thursday_4997684_192.168.10.8::8701::6,Thursday,192.168.10.8::8701::6,Thursday::192.168.10.8::8701::6,0,1.0,26.306135177612305,0.8239496350288391,0.0,1.0
Thursday_4997683_192.168.10.8::1094::6,Thursday,192.168.10.8::1094::6,Thursday::192.168.10.8::1094::6,0,1.0,18.856056213378906,0.7767284512519836,0.0,1.0
Thursday_4997678_192.168.10.8::7004::6,Thursday,192.168.10.8::7004::6,Thursday::192.168.10.8::7004::6,0,1.0,27.70322608947754,1.2238821983337402,0.947236338621092,1.947236338621092
Tuesday_4997174_192.168.10.14::53::17,Tuesday,192.168.10.14::53::17,Tuesday::192.168.10.14::53::17,0,0.048637375235557556,2.240706205368042,0.779499888420105,0.0,0.048637375235557556
Thursday_4997679_192.168.10.8::50002::6,Thursday,192.168.10.8::50002::6,Thursday::192.168.10.8::50002::6,0,1.0,24.38521385192871,0.633804976940155,0.0,1.0
Thursday_4997684_192.168.10.8::1031::6,Thursday,192.168.10.8::1031::6,Thursday::192.168.10.8::1031::6,0,1.0,31.32110595703125,0.9646880030632019,0.0,1.0
Monday_4996905_192.168.10.51::80::6,Monday,192.168.10.51::80::6,Monday::192.168.10.51::80::6,0,0.43073782324790955,4.5602240562438965,0.9221792221069336,0.0,0.43073782324790955
Thursday_4997684_192.168.10.8::1009::6,Thursday,192.168.10.8::1009::6,Thursday::192.168.10.8::1009::6,0,1.0,19.984922409057617,0.9374039173126221,0.0,1.0
Wednesday_4997459_192.168.10.17::88::6,Wednesday,192.168.10.17::88::6,Wednesday::192.168.10.17::88::6,0,1.0,13.410585403442383,0.9184396266937256,0.0,1.0
Thursday_4997680_192.168.10.8::10243::6,Thursday,192.168.10.8::10243::6,Thursday::192.168.10.8::10243::6,0,1.0,16.37332534790039,0.8879044651985168,0.0,1.0
Monday_4996797_192.168.10.3::53::17,Monday,192.168.10.3::53::17,Monday::192.168.10.3::53::17,0,0.15677043795585632,2.958801746368408,2.0031704902648926,3.85104987347748,4.007820311433337
Thursday_4997682_192.168.10.8::1::6,Thursday,192.168.10.8::1::6,Thursday::192.168.10.8::1::6,0,1.0,21.28680419921875,0.9909445643424988,0.07925530853916078,1.0792553085391607
Thursday_4997681_192.168.10.8::7937::6,Thursday,192.168.10.8::7937::6,Thursday::192.168.10.8::7937::6,0,1.0,13.153040885925293,0.9171080589294434,0.0,1.0
Thursday_4997684_192.168.10.8::32768::6,Thursday,192.168.10.8::32768::6,Thursday::192.168.10.8::32768::6,0,1.0,14.797088623046875,0.9854503870010376,0.05878269693671962,1.0587826969367196
Monday_4996828_192.168.10.14::443::6,Monday,192.168.10.14::443::6,Monday::192.168.10.14::443::6,0,0.46240997314453125,6.83987283706665,0.9682702422142029,0.0,0.46240997314453125
Monday_4996896_192.168.10.5::443::17,Monday,192.168.10.5::443::17,Monday::192.168.10.5::443::17,0,1.0,21.331037521362305,1.3120230436325073,1.2756700931151925,2.2756700931151927
